StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q30,Q1,Q2,Q2_3_TEXT,Q3,Q3_6_TEXT,Q4,Q4_6_TEXT,Q6_NPS_GROUP,Q6,Q5,Q7,Q8_NPS_GROUP,Q8,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Quiz1,Quiz2,Quiz3,Quiz4,Quiz5,Quiz6,Quiz7,Outcome_1,Outcome_2,SC0,PROLIFIC_PID
2020-03-17 12:54:19,2020-03-17 12:57:17,IP Address,98.10.240.193,100,177,True,2020-03-17 12:57:17,R_XKRB3ddwqepfhuh,"","","","",43.0800933837890625,-77.6342010498046875,anonymous,EN,5c78a11d3bc6a500019231b7,1992,Female,"",Asian,"",Bachelor’s degree,"",Promoter,9,Yes,Only when necessary,Passive,8,66.266,66.266,66.908,1,"","","","","","","",0.5,0.5,0,5c78a11d3bc6a500019231b7
2020-03-17 12:55:12,2020-03-17 12:57:17,IP Address,98.252.158.168,100,125,True,2020-03-17 12:57:18,R_2QJp8rASOMQDsvI,"","","","",33.6992034912109375,-84.747802734375,anonymous,EN,5dd6d370194e486498e13ab6,1975,Female,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 0 and 2 percent,1 week after becoming sick,False,"In autumn, just before the peak flu season","100,000",0,1,4,5dd6d370194e486498e13ab6
2020-03-17 12:56:14,2020-03-17 12:57:20,IP Address,98.20.44.111,100,66,True,2020-03-17 12:57:20,R_UYhrIKlVFUTlYFb,"","","","",31.96429443359375,-97.33750152587890625,anonymous,EN,5d4f27abc1ec740015d82e3a,1995,Female,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Only when necessary,Detractor,5,"","","","","","","","","","","",0.5,0.5,0,5d4f27abc1ec740015d82e3a
2020-03-17 12:55:28,2020-03-17 12:57:21,IP Address,73.60.43.114,100,112,True,2020-03-17 12:57:21,R_XnzJOE43EYcuGJj,"","","","",43.0110015869140625,-71.45709991455078125,anonymous,EN,572b90013ab9df000dba9ecd,1997,Female,"",White,"",Bachelor’s degree,"",Promoter,9,Yes,Only when necessary,Promoter,10,0,0,60.687,0,"","","","","","","",1,0,0,572b90013ab9df000dba9ecd
2020-03-17 12:56:11,2020-03-17 12:57:24,IP Address,174.102.245.3,100,73,True,2020-03-17 12:57:25,R_smKnrWsA3bxMw8h,"","","","",42.5601043701171875,-87.87560272216796875,anonymous,EN,5e52d0122f5f952f2a7b6b28,1984,Male,"",White,"",Bachelor’s degree,"",Passive,8,No,Only when necessary,Promoter,9,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In summer, well before the next peak flu season","100,000",1,0,5,5e52d0122f5f952f2a7b6b28
2020-03-17 12:56:11,2020-03-17 12:57:25,IP Address,172.248.91.210,100,74,True,2020-03-17 12:57:26,R_1jCix0bPVafYVeO,"","","","",33.7498931884765625,-117.9071044921875,anonymous,EN,5de579912238364fcdf1a97d,1996,Female,"",Hispanic or Latino,"",Bachelor’s degree,"",Passive,8,Yes,Once a year,Passive,8,"","","","","","","","","","","",0.67,0.33,0,5de579912238364fcdf1a97d
2020-03-17 12:55:45,2020-03-17 12:57:29,IP Address,108.92.162.94,100,104,True,2020-03-17 12:57:30,R_2cviQ3plgcPCY69,"","","","",33.3914947509765625,-84.56349945068359375,anonymous,EN,594425f07ccfd00001d3f462,1996,Male,"",Black or African American,"",Bachelor’s degree,"",Passive,7,No,Only when necessary,Passive,8,"","","","",A type of bacteria,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,True,"In autumn, just before the peak flu season","500,000",0,1,5,594425f07ccfd00001d3f462
2020-03-17 12:56:13,2020-03-17 12:57:30,IP Address,74.73.112.219,100,76,True,2020-03-17 12:57:30,R_QnsFQ18R4tyam5P,"","","","",40.8231048583984375,-73.95130157470703125,anonymous,EN,5c883dd30ae44f000139ac93,1995,Female,"",Other (please specify),half white half asian,Master’s degree,"",Promoter,9,Yes,Only when necessary,Passive,8,"","","","","","","","","","","",0.5,0.5,0,5c883dd30ae44f000139ac93
2020-03-17 12:56:16,2020-03-17 12:57:31,IP Address,68.217.202.240,100,74,True,2020-03-17 12:57:31,R_3NxG1OHDBURuun9,"","","","",33.360107421875,-82.00839996337890625,anonymous,EN,5df5bde7da6bad40551d1419,1996,Male,"",Black or African American,"",High School degree or equivalent,"",Passive,7,Yes,Once a year,Passive,8,"","","","","","","","","","","",0,1,0,5df5bde7da6bad40551d1419
2020-03-17 12:55:20,2020-03-17 12:57:33,IP Address,108.219.235.49,100,132,True,2020-03-17 12:57:33,R_3ix0G0UobrpODsJ,"","","","",42.4622039794921875,-83.3993988037109375,anonymous,EN,5dd1c5319dac7c226af0fa28,2003,Male,"",White,"",Less than a high school diploma,"",Detractor,5,Yes,Once in 6 months,Promoter,10,0,0,63.169,0,"","","","","","","",0.5,0.5,0,5dd1c5319dac7c226af0fa28
2020-03-17 12:56:14,2020-03-17 12:57:02,IP Address,71.89.72.9,100,47,True,2020-03-17 12:57:34,R_27EeqwysGaXjEvk,"","","","",43.0724945068359375,-89.4490966796875,anonymous,EN,5deac9f909c1071f9ea11d18,1969,Female,"",White,"",Master’s degree,"",Passive,7,Yes,Once a year,Promoter,9,"","","","","","","","","","","",0.39,0.61,0,5deac9f909c1071f9ea11d18
2020-03-17 12:55:44,2020-03-17 12:57:34,IP Address,71.199.188.88,100,109,True,2020-03-17 12:57:34,R_RnaYhy4bg4iikLL,"","","","",34.231903076171875,-84.16269683837890625,anonymous,EN,5e4813f3b36ef1000ae8daa5,1999,Female,"",Black or African American,"",Bachelor’s degree,"",Promoter,10,Yes,Once in 6 months,Promoter,10,0,0,64.748,0,"","","","","","","",0.99,0.01,0,5e4813f3b36ef1000ae8daa5
2020-03-17 12:55:40,2020-03-17 12:57:34,IP Address,74.79.34.220,100,113,True,2020-03-17 12:57:34,R_e35h4aFUN4cvnTX,"","","","",43.0697021484375,-75.28189849853515625,anonymous,EN,5678620289319e0011651232,1990,Female,"",White,"",Bachelor’s degree,"",Detractor,6,Yes,Only when necessary,Promoter,10,0,0,62.693,0,"","","","","","","",0.5,0.5,0,5678620289319e0011651232
2020-03-17 12:56:25,2020-03-17 12:57:21,IP Address,207.144.102.104,100,55,True,2020-03-17 12:57:36,R_1irPzkCYuvyLmFx,"","","","",32.45989990234375,-83.72440338134765625,anonymous,EN,5cb0affbd4a95c0015492ad9,1982,Male,"",White,"",Bachelor’s degree,"",Detractor,3,No,Never,Detractor,3,"","","","","","","","","","","",0.5,0.5,0,5cb0affbd4a95c0015492ad9
2020-03-17 12:56:25,2020-03-17 12:57:37,IP Address,71.10.6.167,100,71,True,2020-03-17 12:57:37,R_3R4vqmrEna8Jcxa,"","","","",43.3903961181640625,-86.3314971923828125,anonymous,EN,5a0f7d84ff266c0001d209cc,1976,Female,"",White,"",High School degree or equivalent,"",Detractor,6,Yes,Once in 3 months,Detractor,5,"","","","","","","","","","","",0,1,0,5a0f7d84ff266c0001d209cc
2020-03-17 12:54:34,2020-03-17 12:57:20,IP Address,71.193.13.149,100,165,True,2020-03-17 12:57:38,R_3lGipm6lv4YMiua,"","","","",38.4207000732421875,-121.3623046875,anonymous,EN,5e70db6058c2810008767cdd,1987,Female,"",White,"",Doctorate,"",Passive,8,Yes,Once in 6 months,Promoter,10,0,0,70.712,0,"","","","","","","",0.56,0.44,0,5e70db6058c2810008767cdd
2020-03-17 12:56:04,2020-03-17 12:57:21,IP Address,47.14.120.241,100,76,True,2020-03-17 12:57:38,R_d7lsF5UAjHJfvOx,"","","","",42.17529296875,-71.6016998291015625,anonymous,EN,5b4dfb09393fd90001782a14,1961,Female,"",White,"",High School degree or equivalent,"",Passive,8,Yes,Only when necessary,Detractor,3,"","","","","","","","","","","",1,0,0,5b4dfb09393fd90001782a14
2020-03-17 12:56:08,2020-03-17 12:57:40,IP Address,69.114.118.114,100,92,True,2020-03-17 12:57:41,R_TnGxm5vPBEBXW1j,"","","","",40.5977935791015625,-74.00009918212890625,anonymous,EN,5c2d2d6cc8ebae0001a41397,1972,Male,"",Black or African American,"",Bachelor’s degree,"",Passive,8,Yes,Only when necessary,Passive,7,"","","","","","","","","","","",1,0,0,5c2d2d6cc8ebae0001a41397
2020-03-17 12:56:46,2020-03-17 12:57:41,IP Address,47.183.218.211,100,55,True,2020-03-17 12:57:41,R_2WPcF7pRLxqKk4D,"","","","",32.7989959716796875,-96.95600128173828125,anonymous,EN,5ddc009240460eb40cecedd8,2000,Female,"",Asian,"",Bachelor’s degree,"",Passive,7,Yes,Never,Promoter,9,"","","","","","","","","","","",0.5,0.5,0,5ddc009240460eb40cecedd8
2020-03-17 12:56:19,2020-03-17 12:57:42,IP Address,107.144.249.209,100,82,True,2020-03-17 12:57:43,R_2QM6iEPlPcsnO46,"","","","",35.4243927001953125,-119.043304443359375,anonymous,EN,5dddbebeb966ded354c7ab3b,1996,Male,"",White,"",High School degree or equivalent,"",Detractor,6,Yes,Once a year,Detractor,5,"","","","","","","","","","","",0.39,0.61,0,5dddbebeb966ded354c7ab3b
2020-03-17 12:53:48,2020-03-17 12:57:43,IP Address,74.215.21.81,100,235,True,2020-03-17 12:57:44,R_2wN3vpWoMr3DLfZ,"","","","",39.241302490234375,-84.545501708984375,anonymous,EN,5e127002fa3d108e61b09a99,1979,Male,"",Black or African American,"",Doctorate,"",Passive,7,Yes,Once a year,Promoter,9,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","1,000,000",0.5,0.5,6,5e127002fa3d108e61b09a99
2020-03-17 12:56:28,2020-03-17 12:57:45,IP Address,108.30.216.150,100,76,True,2020-03-17 12:57:45,R_2zSHzzIEy0lcNJp,"","","","",40.69140625,-73.372802734375,anonymous,EN,5d48a33bbe0cc900179c594a,1986,Female,"",Black or African American,"",High School degree or equivalent,"",Promoter,9,Yes,Once a year,Detractor,5,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,True,"In autumn, just before the peak flu season","100,000",0.62,0.38,5,5d48a33bbe0cc900179c594a
2020-03-17 12:55:03,2020-03-17 12:57:47,IP Address,75.143.180.74,100,163,True,2020-03-17 12:57:47,R_W6hzdN0Vpk4xpn3,"","","","",35.731903076171875,-81.70909881591796875,anonymous,EN,5e502dc2362d3a06fcd45f21,2000,Male,"",White,"",High School degree or equivalent,"",Detractor,3,Yes,Once in 6 months,Detractor,6,0,0,63.286,0,"","","","","","","",0.2,0.8,0,5e502dc2362d3a06fcd45f21
2020-03-17 12:56:14,2020-03-17 12:57:47,IP Address,74.111.170.148,100,93,True,2020-03-17 12:57:47,R_129XDMOaFwL8r2F,"","","","",40.269195556640625,-80.161102294921875,anonymous,EN,5e5b2de93a164e32fa729f5c,1995,Female,"",White,"",High School degree or equivalent,"",Passive,8,Yes,Once a year,Detractor,5,"","","","","","","","","","","",0,1,0,5e5b2de93a164e32fa729f5c
2020-03-17 12:57:02,2020-03-17 12:57:48,IP Address,174.16.189.110,100,46,True,2020-03-17 12:57:49,R_22DNKvEGftxXfnC,"","","","",39.7321014404296875,-104.95549774169921875,anonymous,EN,5d82c130b2a176001516235a,1988,Female,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Detractor,4,"","","","","","","","","","","",0,1,0,5d82c130b2a176001516235a
2020-03-17 12:54:38,2020-03-17 12:57:50,IP Address,73.160.192.247,100,191,True,2020-03-17 12:57:50,R_2zDaCNQcwza3YVr,"","","","",40.2993011474609375,-73.98909759521484375,anonymous,EN,5783027f913c71000197300d,1978,Female,"",Hispanic or Latino,"",Bachelor’s degree,"",Promoter,10,Yes,Once a year,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 70 and 80 percent,3-4 days after becoming sick,False,"In autumn, just before the peak flu season","100,000",0.89,0.11,4,5783027f913c71000197300d
2020-03-17 12:56:56,2020-03-17 12:57:51,IP Address,174.109.255.6,100,54,True,2020-03-17 12:57:51,R_2949lIH0LXx1Hlh,"","","","",35.8845977783203125,-78.63849639892578125,anonymous,EN,5d9d0042655ab900176ff963,1984,Male,"",White,"",Bachelor’s degree,"",Detractor,5,Yes,Once a year,Promoter,10,"","","","","","","","","","","",0.5,0.5,0,5d9d0042655ab900176ff963
2020-03-17 12:56:37,2020-03-17 12:57:52,IP Address,74.88.232.142,100,75,True,2020-03-17 12:57:52,R_veHQemJeKk2AjSh,"","","","",41.0095062255859375,-74.00789642333984375,anonymous,EN,5e707e99032950654c766b8b,1998,Male,"",Asian,"",High School degree or equivalent,"",Passive,7,Yes,Once in 6 months,Detractor,5,"","","","","","","","","","","",0.65,0.35,0,5e707e99032950654c766b8b
2020-03-17 12:56:22,2020-03-17 12:57:54,IP Address,107.140.242.22,100,92,True,2020-03-17 12:57:55,R_SOT23a3ZGhNoFUd,"","","","",35.798004150390625,-78.39260101318359375,anonymous,EN,5e520d73b55928229d595b94,1992,Female,"",Asian,"",Bachelor’s degree,"",Passive,8,Yes,Only when necessary,Detractor,6,0,0,55.986,0,"","","","","","","",1,0,0,5e520d73b55928229d595b94
2020-03-17 12:55:31,2020-03-17 12:57:55,IP Address,76.167.178.87,100,144,True,2020-03-17 12:57:55,R_2PsRuRchkB3dmDj,"","","","",33.0034942626953125,-117.0695953369140625,anonymous,EN,59e833e72f63d30001c8fb86,1987,Male,"",Asian,"",High School degree or equivalent,"",Passive,7,No,Only when necessary,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In summer, well before the next peak flu season","1,000,000",0.1,0.9,4,59e833e72f63d30001c8fb86
2020-03-17 12:56:40,2020-03-17 12:57:55,IP Address,98.5.50.49,100,75,True,2020-03-17 12:57:55,R_bxUAeM7w0JaPoaZ,"","","","",42.943603515625,-78.8368988037109375,anonymous,EN,5c527cb360d93f00018ae073,1998,Male,"",Hispanic or Latino,"",High School degree or equivalent,"",Detractor,6,Yes,Only when necessary,Promoter,10,"","","","","","","","","","","",0.8,0.2,0,5c527cb360d93f00018ae073
2020-03-17 12:57:19,2020-03-17 12:57:55,IP Address,107.136.199.25,100,36,True,2020-03-17 12:57:56,R_3kGI6BVAJuGgnjg,"","","","",33.78729248046875,-117.923095703125,anonymous,EN,5559a3a1fdf99b514bba308e,1989,Female,"",White,"",Bachelor’s degree,"",Passive,8,Yes,Only when necessary,Passive,7,"","","","","","","","","","","",0.5,0.5,0,5559a3a1fdf99b514bba308e
2020-03-17 12:57:05,2020-03-17 12:57:55,IP Address,174.30.49.240,100,49,True,2020-03-17 12:57:56,R_1mKsckmcB9aL5Ae,"","","","",38.577301025390625,-92.24430084228515625,anonymous,EN,5dea9f92c3aca11bffec8b7e,1995,Male,"",White,"",Bachelor’s degree,"",Passive,8,Yes,Once in 6 months,Promoter,10,"","","","","","","","","","","",0.5,0.5,0,5dea9f92c3aca11bffec8b7e
2020-03-17 12:55:56,2020-03-17 12:57:56,IP Address,71.228.141.46,100,119,True,2020-03-17 12:57:56,R_3dRI64k7SYz4jl7,"","","","",31.8480072021484375,-81.60199737548828125,anonymous,EN,5df9a5a979f2fa72011b9bf6,2000,Male,"",White,"",High School degree or equivalent,"",Passive,8,No,Only when necessary,Detractor,2,0,0,62.146,0,"","","","","","","",0,1,0,5df9a5a979f2fa72011b9bf6
2020-03-17 12:56:13,2020-03-17 12:57:57,IP Address,47.138.167.23,100,104,True,2020-03-17 12:57:57,R_3lQdfK1e97qC1S9,"","","","",33.744293212890625,-116.9763946533203125,anonymous,EN,5e52f052fedced045c73cb72,1992,Male,"",Hispanic or Latino,"",Bachelor’s degree,"",Detractor,5,Yes,Only when necessary,Promoter,9,42.417,42.417,58.844,1,"","","","","","","",1,0,0,5e52f052fedced045c73cb72
2020-03-17 12:55:11,2020-03-17 12:57:58,IP Address,98.14.208.69,100,166,True,2020-03-17 12:57:58,R_CdcQOuho4wbhZdL,"","","","",40.7122955322265625,-73.79850006103515625,anonymous,EN,5d52fb264013df00150463ef,1995,Male,"",Black or African American,"",Bachelor’s degree,"",Passive,8,Yes,Once a year,Promoter,10,5.558,5.558,59.327,1,"","","","","","","",1,0,0,5d52fb264013df00150463ef
2020-03-17 12:56:28,2020-03-17 12:57:58,IP Address,72.198.1.168,100,89,True,2020-03-17 12:57:58,R_2151OH0rQznwG5w,"","","","",35.4718017578125,-97.2725982666015625,anonymous,EN,5c2a535448ab0e000191ab0b,1963,Male,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Only when necessary,Passive,7,"","","","","","","","","","","",0.3,0.7,0,5c2a535448ab0e000191ab0b
2020-03-17 12:56:01,2020-03-17 12:57:58,IP Address,68.5.121.136,100,117,True,2020-03-17 12:57:59,R_5sVMzOapmcpGki5,"","","","",33.5471954345703125,-117.6237945556640625,anonymous,EN,5bddc463712eb800010d2e4d,1995,Female,"",Hispanic or Latino,"",Bachelor’s degree,"",Passive,8,Yes,Only when necessary,Detractor,2,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,True,"In autumn, just before the peak flu season","100,000",1,0,4,5bddc463712eb800010d2e4d
2020-03-17 12:56:16,2020-03-17 12:58:00,IP Address,68.180.120.26,100,103,True,2020-03-17 12:58:00,R_10D9oRObKgEmSrq,"","","","",45.507293701171875,-122.692901611328125,anonymous,EN,5dc0ac2c441a2105cbb3bb0f,1987,Male,"",White,"",Bachelor’s degree,"",Passive,8,Yes,Once a year,Passive,8,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,True,"In autumn, just before the peak flu season","100,000",0.5,0.5,4,5dc0ac2c441a2105cbb3bb0f
2020-03-17 12:57:22,2020-03-17 12:58:00,IP Address,70.88.65.141,100,38,True,2020-03-17 12:58:00,R_3hhfqwYzNy94h9z,"","","","",39.8654937744140625,-86.12200164794921875,anonymous,EN,5d37c9cf6e3b4f0016f2ebe5,1989,Male,"",White,"",Bachelor’s degree,"",Promoter,9,Yes,Only when necessary,Passive,8,"","","","","","","","","","","",0.7,0.3,0,5d37c9cf6e3b4f0016f2ebe5
2020-03-17 12:56:08,2020-03-17 12:58:01,IP Address,47.6.25.139,100,112,True,2020-03-17 12:58:01,R_1ly4FUcXrTLh6FP,"","","","",47.1367034912109375,-88.565399169921875,anonymous,EN,5ddea360cb9dd6e0f0274ddb,1999,Male,"",White,"",High School degree or equivalent,"",Passive,8,Yes,Only when necessary,Passive,7,0,0,61.677,0,"","","","","","","",0.2,0.8,0,5ddea360cb9dd6e0f0274ddb
2020-03-17 12:55:48,2020-03-17 12:58:01,IP Address,35.141.127.128,100,133,True,2020-03-17 12:58:02,R_1mvWQyfUJ4PQ4rE,"","","","",37.751007080078125,-97.82199859619140625,anonymous,EN,5b9442cecd380800017b780d,1985,Female,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Detractor,4,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,Any time; it makes no difference,"500,000",1,0,5,5b9442cecd380800017b780d
2020-03-17 12:57:06,2020-03-17 12:58:02,IP Address,73.139.49.55,100,55,True,2020-03-17 12:58:02,R_3h4HESCTD4AWbJP,"","","","",26.1782989501953125,-80.27339935302734375,anonymous,EN,5d4c78071b920f00198e8533,1969,Female,"",White,"",High School degree or equivalent,"",Promoter,9,Yes,Once a year,Detractor,5,"","","","","","","","","","","",0.5,0.5,0,5d4c78071b920f00198e8533
2020-03-17 12:55:55,2020-03-17 12:58:02,IP Address,68.114.231.20,100,127,True,2020-03-17 12:58:03,R_3r1GrcnYQzPqkgA,"","","","",42.671295166015625,-89.0070037841796875,anonymous,EN,5dc4573045b8f931b4c0c90f,1959,Female,"",White,"",High School degree or equivalent,"",Detractor,6,Yes,Once in 3 months,Detractor,0,60.897,60.897,63.68,1,"","","","","","","",0,1,0,5dc4573045b8f931b4c0c90f
2020-03-17 12:55:47,2020-03-17 12:58:03,IP Address,204.141.212.223,100,135,True,2020-03-17 12:58:03,R_5iNMvNB2AHItBXr,"","","","",42.022796630859375,-91.65720367431640625,anonymous,EN,5e331de721bbd22ed15f2405,1946,Male,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Once a year,Promoter,10,0,0,62.625,0,"","","","","","","",0.51,0.49,0,5e331de721bbd22ed15f2405
2020-03-17 12:56:40,2020-03-17 12:58:04,IP Address,68.57.190.57,100,83,True,2020-03-17 12:58:04,R_3NTWYWcynxofHS5,"","","","",30.1708984375,-85.57959747314453125,anonymous,EN,5dde21012a30acd8ada645ec,1965,Male,"",Black or African American,"",High School degree or equivalent,"",Passive,8,Yes,Only when necessary,Detractor,5,"","","","","","","","","","","",0.5,0.5,0,5dde21012a30acd8ada645ec
2020-03-17 12:56:14,2020-03-17 12:58:05,IP Address,73.216.121.253,100,111,True,2020-03-17 12:58:06,R_1jy5nhrOFeY4Ipr,"","","","",39.1486968994140625,-78.263702392578125,anonymous,EN,5e66aced8e20270792dc1ff8,1992,Female,"",White,"",Master’s degree,"",Passive,8,Yes,Once a year,Passive,7,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,3-4 days after becoming sick,False,"In autumn, just before the peak flu season","500,000",0.5,0.5,5,5e66aced8e20270792dc1ff8
2020-03-17 12:54:21,2020-03-17 12:57:02,IP Address,172.89.131.177,100,160,True,2020-03-17 12:58:06,R_2ZQWp76z16fLXXG,"","","","",33.9073028564453125,-118.008697509765625,anonymous,EN,5ddf5cbe6ca7e7ed328de1e8,1993,Female,"",Hispanic or Latino,"",Bachelor’s degree,"",Detractor,5,No,Only when necessary,Detractor,4,0,0,67.686,0,"","","","","","","",0.2,0.8,0,5ddf5cbe6ca7e7ed328de1e8
2020-03-17 12:54:45,2020-03-17 12:58:06,IP Address,68.202.53.250,100,201,True,2020-03-17 12:58:07,R_2w6o2pxwBphI2y6,"","","","",28.5435943603515625,-81.37380218505859375,anonymous,EN,5e3dc3765216cc031e471919,1986,Male,"",White,"",Bachelor’s degree,"",Passive,7,No,Only when necessary,Detractor,5,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","500,000",0.23,0.77,6,5e3dc3765216cc031e471919
2020-03-17 12:56:19,2020-03-17 12:58:07,IP Address,69.125.199.59,100,107,True,2020-03-17 12:58:07,R_u85CZGJIXgvaaZz,"","","","",40.9185943603515625,-73.8932037353515625,anonymous,EN,5ab09403fb22320001bac5d8,1998,Female,"",Asian,"",Bachelor’s degree,"",Passive,8,Yes,Only when necessary,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 40 and 50 percent,3-4 days after becoming sick,False,"In summer, well before the next peak flu season","30,000",0.7,0.3,3,5ab09403fb22320001bac5d8
2020-03-17 12:56:24,2020-03-17 12:58:08,IP Address,71.241.134.140,100,103,True,2020-03-17 12:58:08,R_2dGevDVoAoOVzEi,"","","","",44.55419921875,-69.61789703369140625,anonymous,EN,5c41f99cdb1772000117f1b6,1999,Female,"",White,"",High School degree or equivalent,"",Detractor,5,Yes,Once in 6 months,Promoter,10,0,0,62.487,0,"","","","","","","",0.5,0.5,0,5c41f99cdb1772000117f1b6
2020-03-17 12:56:54,2020-03-17 12:58:08,IP Address,131.93.110.98,100,73,True,2020-03-17 12:58:08,R_31XgHLj7XPfVkJu,"","","","",43.034393310546875,-89.500701904296875,anonymous,EN,5dbe3345a262de347e900665,1990,Male,"",White,"",Bachelor’s degree,"",Promoter,9,Yes,Only when necessary,Passive,8,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","500,000",1,0,7,5dbe3345a262de347e900665
2020-03-17 12:56:28,2020-03-17 12:58:08,IP Address,208.107.198.16,100,100,True,2020-03-17 12:58:08,R_3MncYOKoiiWEMQ9,"","","","",46.83929443359375,-100.7819976806640625,anonymous,EN,5dd9f0e719eecb97dfab7b48,1975,Male,"",White,"",High School degree or equivalent,"",Detractor,6,Yes,Once a year,Promoter,10,"","","","","","","","","","","",0.5,0.5,0,5dd9f0e719eecb97dfab7b48
2020-03-17 12:55:41,2020-03-17 12:58:08,IP Address,173.80.123.95,100,146,True,2020-03-17 12:58:09,R_3O6ptza7dfa7RUs,"","","","",38.2281951904296875,-81.506500244140625,anonymous,EN,5ca277426299eb0016afe645,1999,Male,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Only when necessary,Promoter,10,"","","","","","","","","","","",0.5,0.5,0,5ca277426299eb0016afe645
2020-03-17 12:56:12,2020-03-17 12:58:10,IP Address,172.58.67.254,100,118,True,2020-03-17 12:58:10,R_2rUTk0aKtxil4WI,"","","","",35.4311981201171875,-97.49340057373046875,anonymous,EN,5dd953dfcf08aa8dc50bb427,1978,Female,"",White,"",Bachelor’s degree,"",Detractor,6,Yes,Once in 6 months,Promoter,10,3.222,66.629,67.974,2,"","","","","","","",1,0,0,5dd953dfcf08aa8dc50bb427
2020-03-17 12:56:55,2020-03-17 12:58:10,IP Address,97.124.154.61,100,75,True,2020-03-17 12:58:11,R_3QGJl4CyAH3wSuC,"","","","",33.312103271484375,-111.82129669189453125,anonymous,EN,5b0606f4a84dcf0001bed56f,1989,Male,"",White,"",Bachelor’s degree,"",Detractor,5,Yes,Once in 3 months,Detractor,5,1.791,6.216,38.129,2,"","","","","","","",0.4,0.6,0,5b0606f4a84dcf0001bed56f
2020-03-17 12:56:25,2020-03-17 12:58:11,IP Address,96.245.190.74,100,105,True,2020-03-17 12:58:11,R_b2cT1UUHmxKB3Z7,"","","","",40.3061065673828125,-75.1483001708984375,anonymous,EN,5ae3563e5cd05500015ed96b,1985,Female,"",White,"",Bachelor’s degree,"",Promoter,9,Yes,Only when necessary,Detractor,6,0,0,60.049,0,"","","","","","","",0.5,0.5,0,5ae3563e5cd05500015ed96b
2020-03-17 12:57:12,2020-03-17 12:58:11,IP Address,73.179.236.16,100,58,True,2020-03-17 12:58:11,R_AiIVFzLXRVNOuR3,"","","","",25.7266998291015625,-80.4496002197265625,anonymous,EN,5dfaecda194d298439683586,1994,Female,"",Hispanic or Latino,"",Bachelor’s degree,"",Passive,8,No,Once a year,Detractor,1,"","","","","","","","","","","",0.26,0.74,0,5dfaecda194d298439683586
2020-03-17 12:56:51,2020-03-17 12:58:11,IP Address,68.57.99.170,100,80,True,2020-03-17 12:58:11,R_1LSQ0RU2wRGo0RS,"","","","",36.39959716796875,-82.452301025390625,anonymous,EN,5e6ef5fbf14d264ae2ef3867,1990,Male,"",White,"",Bachelor’s degree,"",Passive,7,Yes,Once a year,Promoter,10,"","","","",A virus,Through the air or by touching an infected surface,Between 10 and 20 percent,1 day before symptoms start and up to 1 week after becoming sick,False,"In autumn, just before the peak flu season","100,000",0.71,0.29,6,5e6ef5fbf14d264ae2ef3867
2020-03-17 12:54:28,2020-03-17 12:58:15,IP Address,71.238.50.33,100,226,True,2020-03-17 12:58:15,R_qPxZXC6HVpmJWJb,"","","","",44.8657989501953125,-123.0467987060546875,anonymous,EN,5c019eadf38fe40001921b7a,1998,Female,"",White,"",High School degree or equivalent,"",Passive,7,Yes,Only when necessary,Detractor,0,0,0,123.282,0,"","","","","","","",0,1,0,5c019eadf38fe40001921b7a
